date,year,player_a,player_b,surface,predicted_prob_a,market_prob_b365,clv_b365,market_prob_bf,clv_bf,bet365_true_prob_a,clv_bet365,betfair_true_prob_a,clv_betfair,odds_a,odds_b,odds_a_b365,odds_b_b365,odds_a_bf,odds_b_bf,pinnacle_true_prob_a,clv_pinnacle,max_true_prob_a,clv_max,actual_winner
2025-01-13,2025,Andrey Rublev,Joao Fonseca,Hard,0.57484186,0.586734693877551,-0.011892833877550912,,,0.586734693877551,-0.011892833877550912,,,1.62,2.3,1.62,2.3,,,0.6063569682151589,-0.031515108215158905,0.5990338164251208,-0.02419195642512073,0
2025-01-13,2025,Benjamin Bonzi,Francesco Passaro,Hard,0.67292976,0.7619047619047619,-0.08897500190476182,,,0.7619047619047619,-0.08897500190476182,,,1.25,4.0,1.25,4.0,,,0.7620817843866171,-0.08915202438661707,0.7564575645756457,-0.08352780457564568,1
2025-01-13,2025,Botic Van De Zandschulp,Alex De Minaur,Hard,0.12801516,0.09584086799276674,0.03217429200723325,,,0.09584086799276674,0.03217429200723325,,,10.0,1.06,10.0,1.06,,,0.09254498714652958,0.035470172853470414,0.09254498714652958,0.035470172853470414,0
2025-01-13,2025,Brandon Nakashima,Ben Shelton,Hard,0.28873456,0.3436754176610979,-0.05494085766109791,,,0.3436754176610979,-0.05494085766109791,,,2.75,1.44,2.75,1.44,,,0.3544600938967136,-0.06572553389671365,0.3574766355140187,-0.06874207551401873,0
2025-01-13,2025,Cameron Norrie,Matteo Berrettini,Hard,0.38286573,0.2982456140350877,0.08462011596491231,,,0.2982456140350877,0.08462011596491231,,,3.2,1.36,3.2,1.36,,,0.31346578366445915,0.06939994633554086,0.3118279569892473,0.0710377730107527,0
2025-01-13,2025,Camilo Ugo Carabelli,Learner Tien,Hard,0.37864533,0.1716867469879518,0.2069585830120482,,,0.1716867469879518,0.2069585830120482,,,5.5,1.14,5.5,1.14,,,0.1781437125748503,0.20050161742514971,0.16279069767441862,0.21585463232558139,0
2025-01-13,2025,Casper Ruud,Jakub Mensik,Hard,0.59227353,0.5483028720626633,0.04397065793733679,,,0.5483028720626633,0.04397065793733679,,,1.73,2.1,1.73,2.1,,,0.549367088607595,0.04290644139240507,0.5561097256857855,0.03616380431421451,0
2025-01-13,2025,Casper Ruud,Jaume Munar,Hard,0.80725944,0.8103727714748785,-0.003113331474878467,,,0.8103727714748785,-0.003113331474878467,,,1.17,5.0,1.17,5.0,,,0.827485380116959,-0.020225940116958996,0.827485380116959,-0.020225940116958996,1
2025-01-13,2025,Corentin Moutet,Alexei Popyrin,Hard,0.21863647,0.2198198198198198,-0.0011833498198197956,,,0.2198198198198198,-0.0011833498198197956,,,4.33,1.22,4.33,1.22,,,0.2098138747884941,0.008822595211505913,0.21512605042016805,0.003510419579831947,1
2025-01-13,2025,Cristian Garin,Borna Coric,Hard,0.5033267,0.4516971279373368,0.05162957206266322,,,0.4516971279373368,0.05162957206266322,,,2.1,1.73,2.1,1.73,,,0.4846153846153846,0.0187113153846154,0.475,0.028326700000000038,1
2025-01-13,2025,Cristian Garin,Taylor Fritz,Hard,0.1527924,0.07407407407407408,0.07871832592592591,,,0.07407407407407408,0.07871832592592591,,,13.0,1.04,13.0,1.04,,,0.05405405405405406,0.09873834594594594,0.05405405405405406,0.09873834594594594,0
2025-01-13,2025,Damir Dzumhur,Aleksandar Vukic,Hard,0.25128502,0.25595238095238093,-0.004667360952380906,,,0.25595238095238093,-0.004667360952380906,,,3.75,1.29,3.75,1.29,,,0.2734693877551021,-0.022184367755102075,0.2632612966601179,-0.011976276660117857,0
2025-01-13,2025,Daniel Altmaier,Francisco Comesana,Hard,0.4298654,0.5263157894736842,-0.09645038947368417,,,0.5263157894736842,-0.09645038947368417,,,1.8,2.0,1.8,2.0,,,0.5089058524173028,-0.07904045241730279,0.5101522842639594,-0.08028688426395941,1
2025-01-13,2025,Daniil Medvedev,Kasidit Samrej,Hard,0.92554444,0.9807692307692308,-0.055224790769230814,,,0.9807692307692308,-0.055224790769230814,,,1.0,51.0,1.0,51.0,,,0.9766041232337271,-0.051059683233727116,0.9805806575658528,-0.05503621756585275,1
2025-01-13,2025,Daniil Medvedev,Learner Tien,Hard,0.8920825,0.8103727714748785,0.08170972852512148,,,0.8103727714748785,0.08170972852512148,,,1.17,5.0,1.17,5.0,,,0.8558786346396965,0.03620386536030351,0.8505025125628141,0.04157998743718594,0
2025-01-13,2025,David Goffin,Benjamin Bonzi,Hard,0.45790493,0.36319612590799033,0.09470880409200966,,,0.36319612590799033,0.09470880409200966,,,2.63,1.5,2.63,1.5,,,0.40740740740740744,0.05049752259259255,0.3855140186915888,0.07239091130841119,0
2025-01-13,2025,Denis Shapovalov,Lorenzo Musetti,Hard,0.52120155,0.5483028720626633,-0.027101322062663247,,,0.5483028720626633,-0.027101322062663247,,,1.73,2.1,1.73,2.1,,,0.5306122448979592,-0.009410694897959204,0.5289672544080604,-0.007765704408060348,0
2025-01-13,2025,Dusan Lajovic,Miomir Kecmanovic,Hard,0.38855568,0.18962722852512157,0.19892845147487845,,,0.18962722852512157,0.19892845147487845,,,5.0,1.17,5.0,1.17,,,0.21815008726003485,0.17040559273996517,0.19841269841269843,0.19014298158730158,0
2025-01-13,2025,Federico Coria,Tristan Boyer,Hard,0.49218002,0.1716867469879518,0.3204932730120482,,,0.1716867469879518,0.3204932730120482,,,5.5,1.14,5.5,1.14,,,0.1647887323943662,0.3273912876056338,0.15832205683355888,0.3338579631664411,0
2025-01-13,2025,Felix Auger Aliassime,Alejandro Davidovich Fokina,Hard,0.65097374,0.744047619047619,-0.09307387904761899,,,0.744047619047619,-0.09307387904761899,,,1.29,3.75,1.29,3.75,,,0.745631067961165,-0.094657327961165,0.7427466150870405,-0.09177287508704057,0
2025-01-13,2025,Frances Tiafoe,Arthur Rinderknech,Hard,0.65999293,0.7619047619047619,-0.10191183190476183,,,0.7619047619047619,-0.10191183190476183,,,1.25,4.0,1.25,4.0,,,0.7669724770642201,-0.10697954706422008,0.7627737226277371,-0.1027807926277371,1
